visit_id,customer_id,date,weekday,is_weekend,arrival_hour,is_buzz_hour,party_size,duration_min,is_repeat,n_items,n_food,n_drink,food_revenue,drink_revenue,total_revenue,total_profit,drink_ratio,spend_per_head
V000441,C00247,2026-03-07,5,1,21,1,2,98,1,8,3,5,1200.0,1390.0,2590.0,1511.2,0.5367,1295.0
V000442,C00358,2026-03-07,5,1,18,0,2,42,0,4,4,0,1320.0,0.0,1320.0,771.6,0.0,660.0
V000443,C00414,2026-03-07,5,1,22,1,1,59,0,1,0,1,0.0,280.0,280.0,173.6,1.0,280.0
V000444,C00220,2026-03-07,5,1,18,0,5,112,1,13,5,8,2140.0,2690.0,4830.0,2977.8,0.5569,966.0
V000445,C00190,2026-03-07,5,1,21,1,2,89,1,8,5,3,1780.0,990.0,2770.0,1640.0,0.3574,1385.0
V000446,C01045,2026-03-07,5,1,18,0,3,79,0,6,2,4,1000.0,1400.0,2400.0,1410.4,0.5833,800.0
V000447,C01009,2026-03-07,5,1,21,1,2,106,0,7,2,5,540.0,1300.0,1840.0,1105.2,0.7065,920.0
V000448,C00199,2026-03-07,5,1,18,0,3,111,1,10,7,3,2440.0,600.0,3040.0,1614.6,0.1974,1013.3
V000449,C01052,2026-03-07,5,1,18,0,5,130,0,13,7,6,2640.0,2030.0,4670.0,2690.8,0.4347,934.0
V000450,C00571,2026-03-07,5,1,24,1,4,133,0,9,6,3,1520.0,820.0,2340.0,1448.8,0.3504,585.0
V000451,C00332,2026-03-07,5,1,21,1,2,129,0,6,3,3,860.0,940.0,1800.0,1096.2,0.5222,900.0
V000452,C00172,2026-03-08,6,0,22,1,1,41,1,2,0,2,0.0,560.0,560.0,350.2,1.0,560.0
V000453,C00064,2026-03-08,6,0,19,0,3,81,1,9,4,5,1500.0,1360.0,2860.0,1704.4,0.4755,953.3
V000454,C01233,2026-03-08,6,0,19,0,1,35,0,2,2,0,580.0,0.0,580.0,297.8,0.0,580.0
V000455,C01321,2026-03-08,6,0,22,1,2,80,0,5,2,3,860.0,860.0,1720.0,1073.0,0.5,860.0
V000456,C00031,2026-03-08,6,0,19,0,2,67,1,4,4,0,1120.0,0.0,1120.0,572.2,0.0,560.0
V000457,C00525,2026-03-08,6,0,17,0,1,90,0,3,2,1,800.0,260.0,1060.0,554.8,0.2453,1060.0
V000458,C00512,2026-03-08,6,0,23,1,2,60,0,4,2,2,700.0,580.0,1280.0,738.2,0.4531,640.0
V000459,C00465,2026-03-08,6,0,22,1,4,109,0,12,6,6,2100.0,1910.0,4010.0,2415.0,0.4763,1002.5
V000460,C00188,2026-03-08,6,0,19,0,2,109,1,6,5,1,1720.0,300.0,2020.0,1064.0,0.1485,1010.0
V000461,C00658,2026-03-08,6,0,18,0,5,96,0,12,8,4,2380.0,1080.0,3460.0,1912.0,0.3121,692.0
V000462,C00857,2026-03-10,1,0,21,1,4,146,0,11,4,7,1200.0,1920.0,3120.0,1988.8,0.6154,780.0
V000463,C00179,2026-03-10,1,0,17,0,4,98,1,11,7,4,2320.0,1180.0,3500.0,1958.8,0.3371,875.0
V000464,C01343,2026-03-10,1,0,22,1,2,121,0,3,1,2,480.0,580.0,1060.0,545.2,0.5472,530.0
V000465,C00280,2026-03-10,1,0,20,0,3,76,0,5,5,0,1920.0,0.0,1920.0,950.8,0.0,640.0
V000466,C01177,2026-03-10,1,0,18,0,2,71,0,6,6,0,2680.0,0.0,2680.0,1353.6,0.0,1340.0
V000467,C00044,2026-03-10,1,0,19,0,2,46,1,6,4,2,1620.0,650.0,2270.0,1256.6,0.2863,1135.0
V000468,C00137,2026-03-10,1,0,18,0,2,61,1,5,5,0,1520.0,0.0,1520.0,799.2,0.0,760.0
V000469,C00501,2026-03-10,1,0,23,1,2,100,0,6,3,3,960.0,940.0,1900.0,1250.6,0.4947,950.0
V000470,C00800,2026-03-11,2,0,21,1,2,111,0,9,5,4,1400.0,1180.0,2580.0,1627.6,0.4574,1290.0
V000471,C00840,2026-03-11,2,0,20,0,5,125,0,15,9,6,3020.0,1800.0,4820.0,2813.4,0.3734,964.0
V000472,C00207,2026-03-11,2,0,23,1,3,117,1,10,5,5,2180.0,1400.0,3580.0,1900.0,0.3911,1193.3
V000473,C00403,2026-03-11,2,0,20,0,4,139,0,11,9,2,3360.0,610.0,3970.0,2065.8,0.1537,992.5
V000474,C00784,2026-03-11,2,0,23,1,1,136,0,4,2,2,540.0,580.0,1120.0,765.6,0.5179,1120.0
V000475,C01168,2026-03-12,3,0,23,1,2,98,0,7,3,4,1060.0,1100.0,2160.0,1321.6,0.5093,1080.0
V000476,C01120,2026-03-12,3,0,23,1,1,68,0,4,1,3,480.0,1010.0,1490.0,911.8,0.6779,1490.0
V000477,C00138,2026-03-12,3,0,19,0,2,58,1,3,1,2,520.0,730.0,1250.0,748.6,0.584,625.0
V000478,C01137,2026-03-12,3,0,22,1,2,135,0,7,3,4,1040.0,1330.0,2370.0,1467.8,0.5612,1185.0
V000479,C00273,2026-03-12,3,0,19,0,2,35,0,4,2,2,700.0,600.0,1300.0,724.0,0.4615,650.0
V000480,C00389,2026-03-12,3,0,20,0,2,63,0,2,2,0,740.0,0.0,740.0,389.2,0.0,370.0
V000481,C00780,2026-03-12,3,0,22,1,2,80,0,3,3,0,880.0,0.0,880.0,463.0,0.0,440.0
V000482,C00776,2026-03-12,3,0,24,1,2,57,0,3,2,1,680.0,280.0,960.0,480.0,0.2917,480.0
V000483,C01084,2026-03-12,3,0,22,1,2,78,0,7,4,3,1560.0,920.0,2480.0,1395.2,0.371,1240.0
V000484,C00888,2026-03-12,3,0,24,1,3,150,0,11,5,6,1980.0,1750.0,3730.0,2182.0,0.4692,1243.3
V000485,C00289,2026-03-12,3,0,24,1,2,64,0,7,3,4,1020.0,1100.0,2120.0,1279.4,0.5189,1060.0
V000486,C00353,2026-03-12,3,0,19,0,4,117,0,9,6,3,2220.0,920.0,3140.0,1585.4,0.293,785.0
V000487,C00206,2026-03-12,3,0,19,0,3,157,1,12,8,4,2840.0,1120.0,3960.0,2076.4,0.2828,1320.0
V000488,C01345,2026-03-12,3,0,18,0,2,66,0,1,1,0,880.0,0.0,880.0,308.0,0.0,440.0
V000489,C00771,2026-03-13,4,1,20,0,2,105,0,6,4,2,1420.0,540.0,1960.0,1066.6,0.2755,980.0
V000490,C00724,2026-03-13,4,1,19,0,2,54,0,2,2,0,940.0,0.0,940.0,385.2,0.0,470.0
V000491,C00584,2026-03-13,4,1,19,0,2,74,0,5,3,2,920.0,540.0,1460.0,807.0,0.3699,730.0
V000492,C00213,2026-03-13,4,1,20,0,2,89,1,7,5,2,2220.0,560.0,2780.0,1389.6,0.2014,1390.0
V000493,C00529,2026-03-13,4,1,21,1,2,130,0,7,6,1,1480.0,260.0,1740.0,1083.8,0.1494,870.0
V000494,C00096,2026-03-13,4,1,22,1,3,73,1,4,3,1,980.0,300.0,1280.0,759.2,0.2344,426.7
V000495,C00912,2026-03-13,4,1,24,1,4,46,0,10,5,5,1520.0,1380.0,2900.0,1664.4,0.4759,725.0
V000496,C01001,2026-03-13,4,1,21,1,2,90,0,3,2,1,640.0,180.0,820.0,466.8,0.2195,410.0
V000497,C01042,2026-03-13,4,1,22,1,2,101,0,6,2,4,680.0,1320.0,2000.0,1264.2,0.66,1000.0
V000498,C00363,2026-03-13,4,1,22,1,2,97,0,8,4,4,1180.0,1100.0,2280.0,1398.0,0.4825,1140.0
V000499,C01300,2026-03-13,4,1,22,1,2,142,0,9,3,6,1020.0,1600.0,2620.0,1556.8,0.6107,1310.0
V000500,C00315,2026-03-13,4,1,18,0,2,35,0,6,5,1,1140.0,340.0,1480.0,952.0,0.2297,740.0
V000501,C01151,2026-03-13,4,1,19,0,2,67,0,4,3,1,1120.0,280.0,1400.0,727.2,0.2,700.0
V000502,C00256,2026-03-13,4,1,22,1,4,113,1,11,2,9,580.0,2690.0,3270.0,2125.2,0.8226,817.5
V000503,C00274,2026-03-13,4,1,19,0,4,81,0,12,7,5,2480.0,1660.0,4140.0,2373.4,0.401,1035.0
V000504,C00457,2026-03-14,5,1,17,0,2,43,0,6,6,0,2200.0,0.0,2200.0,1236.4,0.0,1100.0
V000505,C01268,2026-03-14,5,1,20,0,4,101,0,15,9,6,2480.0,1650.0,4130.0,2533.8,0.3995,1032.5
V000506,C00020,2026-03-14,5,1,19,0,2,95,1,8,5,3,1980.0,920.0,2900.0,1576.4,0.3172,1450.0
V000507,C00141,2026-03-14,5,1,24,1,2,73,1,7,4,3,1100.0,740.0,1840.0,1088.2,0.4022,920.0
V000508,C00595,2026-03-14,5,1,22,1,1,110,0,1,1,0,160.0,0.0,160.0,108.8,0.0,160.0
V000509,C00382,2026-03-14,5,1,20,0,2,81,0,7,5,2,1740.0,520.0,2260.0,1259.8,0.2301,1130.0
V000510,C00956,2026-03-14,5,1,19,0,4,133,0,11,3,8,1820.0,2300.0,4120.0,2229.2,0.5583,1030.0
V000511,C00428,2026-03-14,5,1,22,1,2,128,0,9,4,5,1060.0,1480.0,2540.0,1527.2,0.5827,1270.0
V000512,C00080,2026-03-14,5,1,22,1,1,124,1,2,1,1,260.0,300.0,560.0,410.8,0.5357,560.0
V000513,C01298,2026-03-14,5,1,23,1,3,161,0,13,6,7,1900.0,1980.0,3880.0,2330.4,0.5103,1293.3
V000514,C00972,2026-03-14,5,1,20,0,2,46,0,3,3,0,1080.0,0.0,1080.0,495.2,0.0,540.0
V000515,C00932,2026-03-14,5,1,22,1,4,169,0,16,4,12,1340.0,3620.0,4960.0,3027.4,0.7298,1240.0
V000516,C01164,2026-03-14,5,1,19,0,4,95,0,6,3,3,1360.0,820.0,2180.0,1050.4,0.3761,545.0
V000517,C01316,2026-03-14,5,1,19,0,6,97,0,21,11,10,4900.0,3020.0,7920.0,4326.0,0.3813,1320.0
V000518,C00150,2026-03-14,5,1,18,0,2,65,1,4,3,1,1080.0,260.0,1340.0,725.0,0.194,670.0
V000519,C00623,2026-03-14,5,1,24,1,2,89,0,9,4,5,1180.0,1480.0,2660.0,1700.6,0.5564,1330.0
V000520,C00737,2026-03-14,5,1,23,1,1,70,0,1,0,1,0.0,280.0,280.0,173.6,1.0,280.0
V000521,C00686,2026-03-14,5,1,20,0,2,96,0,5,2,3,640.0,840.0,1480.0,837.2,0.5676,740.0
V000522,C00022,2026-03-14,5,1,22,1,2,94,1,8,6,2,2020.0,580.0,2600.0,1594.6,0.2231,1300.0
V000523,C01153,2026-03-14,5,1,18,0,2,135,0,8,5,3,1560.0,820.0,2380.0,1382.4,0.3445,1190.0
V000524,C01035,2026-03-14,5,1,22,1,4,90,0,11,6,5,2360.0,1420.0,3780.0,2226.2,0.3757,945.0
V000525,C00026,2026-03-14,5,1,22,1,2,93,1,5,2,3,600.0,820.0,1420.0,865.6,0.5775,710.0
V000526,C00676,2026-03-14,5,1,20,0,4,35,0,6,4,2,1380.0,580.0,1960.0,1010.6,0.2959,490.0
V000527,C00970,2026-03-15,6,0,21,1,2,101,0,5,1,4,480.0,1280.0,1760.0,1076.6,0.7273,880.0
V000528,C00277,2026-03-15,6,0,20,0,1,80,0,6,5,1,1860.0,280.0,2140.0,1140.6,0.1308,2140.0
V000529,C00086,2026-03-15,6,0,19,0,6,99,1,14,6,8,2260.0,2580.0,4840.0,2942.4,0.5331,806.7
V000530,C00265,2026-03-15,6,0,22,1,3,96,1,6,3,3,1060.0,720.0,1780.0,1070.4,0.4045,593.3
V000531,C00822,2026-03-15,6,0,23,1,2,77,0,9,7,2,2080.0,580.0,2660.0,1709.4,0.218,1330.0
V000532,C01022,2026-03-15,6,0,20,0,4,83,0,6,4,2,2220.0,540.0,2760.0,1194.0,0.1957,690.0
V000533,C00779,2026-03-15,6,0,22,1,2,96,0,6,3,3,940.0,840.0,1780.0,1099.4,0.4719,890.0
V000534,C00580,2026-03-15,6,0,21,1,2,111,0,5,2,3,640.0,820.0,1460.0,885.6,0.5616,730.0
V000535,C01043,2026-03-15,6,0,18,0,6,132,0,19,8,11,3000.0,3430.0,6430.0,3879.6,0.5334,1071.7
V000536,C00073,2026-03-15,6,0,19,0,1,75,1,3,2,1,1100.0,320.0,1420.0,654.0,0.2254,1420.0
V000537,C01079,2026-03-15,6,0,17,0,2,66,0,6,4,2,1200.0,620.0,1820.0,1093.2,0.3407,910.0
V000538,C00262,2026-03-15,6,0,18,0,1,74,1,6,4,2,1120.0,620.0,1740.0,1086.2,0.3563,1740.0
V000539,C00298,2026-03-15,6,0,17,0,2,38,0,5,4,1,1200.0,260.0,1460.0,852.0,0.1781,730.0
V000540,C00273,2026-03-15,6,0,23,1,2,88,0,4,1,3,380.0,820.0,1200.0,670.0,0.6833,600.0
V000541,C01254,2026-03-15,6,0,23,1,3,97,0,6,3,3,760.0,860.0,1620.0,1033.6,0.5309,540.0
V000542,C00732,2026-03-15,6,0,22,1,2,120,0,8,3,5,1220.0,1640.0,2860.0,1708.2,0.5734,1430.0
V000543,C00485,2026-03-15,6,0,22,1,2,135,0,8,3,5,880.0,1330.0,2210.0,1382.0,0.6018,1105.0
V000544,C00063,2026-03-15,6,0,23,1,2,91,1,5,3,2,900.0,580.0,1480.0,902.8,0.3919,740.0
V000545,C00024,2026-03-15,6,0,17,0,2,80,1,5,3,2,1160.0,650.0,1810.0,998.4,0.3591,905.0
V000546,C01158,2026-03-17,1,0,19,0,6,106,0,13,7,6,2980.0,1520.0,4500.0,2359.2,0.3378,750.0
V000547,C00057,2026-03-17,1,0,21,1,2,88,1,9,3,6,960.0,1710.0,2670.0,1681.4,0.6404,1335.0
V000548,C00757,2026-03-17,1,0,23,1,4,147,0,14,4,10,1220.0,2800.0,4020.0,2560.2,0.6965,1005.0
V000549,C00720,2026-03-17,1,0,18,0,3,63,0,5,5,0,1660.0,0.0,1660.0,891.8,0.0,553.3
V000550,C01222,2026-03-17,1,0,22,1,4,92,0,15,6,9,2420.0,2700.0,5120.0,3061.8,0.5273,1280.0
V000551,C00238,2026-03-17,1,0,19,0,3,67,1,5,4,1,1400.0,240.0,1640.0,847.6,0.1463,546.7
V000552,C01344,2026-03-17,1,0,19,0,4,110,0,14,7,7,2500.0,2120.0,4620.0,2818.2,0.4589,1155.0
V000553,C00759,2026-03-17,1,0,22,1,2,94,0,4,3,1,880.0,300.0,1180.0,711.2,0.2542,590.0
V000554,C00365,2026-03-18,2,0,19,0,4,90,0,11,8,3,2740.0,960.0,3700.0,2300.6,0.2595,925.0
V000555,C01079,2026-03-18,2,0,24,1,4,141,0,8,5,3,2040.0,800.0,2840.0,1477.2,0.2817,710.0
V000556,C00908,2026-03-18,2,0,22,1,2,117,0,5,2,3,760.0,1110.0,1870.0,1224.0,0.5936,935.0
V000557,C00683,2026-03-18,2,0,24,1,1,116,0,4,1,3,160.0,880.0,1040.0,729.4,0.8462,1040.0
V000558,C00975,2026-03-18,2,0,22,1,2,150,0,9,3,6,980.0,1910.0,2890.0,1833.2,0.6609,1445.0
V000559,C00216,2026-03-18,2,0,19,0,2,80,1,6,5,1,2020.0,260.0,2280.0,1094.0,0.114,1140.0
V000560,C00056,2026-03-18,2,0,20,0,2,76,1,3,1,2,460.0,610.0,1070.0,620.4,0.5701,535.0
V000561,C00617,2026-03-18,2,0,18,0,2,57,0,3,3,0,1080.0,0.0,1080.0,593.2,0.0,540.0
V000562,C00463,2026-03-18,2,0,18,0,2,60,0,7,5,2,2040.0,630.0,2670.0,1442.4,0.236,1335.0
V000563,C01340,2026-03-18,2,0,19,0,2,35,0,4,4,0,1620.0,0.0,1620.0,852.4,0.0,810.0
V000564,C00265,2026-03-18,2,0,24,1,4,150,1,14,3,11,1120.0,3100.0,4220.0,2588.8,0.7346,1055.0
V000565,C01266,2026-03-18,2,0,21,1,2,113,0,4,1,3,520.0,1000.0,1520.0,915.2,0.6579,760.0
V000566,C01318,2026-03-18,2,0,18,0,2,69,0,4,2,2,800.0,730.0,1530.0,968.6,0.4771,765.0
V000567,C00169,2026-03-19,3,0,18,0,3,89,1,7,4,3,1340.0,860.0,2200.0,1259.6,0.3909,733.3
V000568,C00381,2026-03-19,3,0,19,0,1,88,0,1,1,0,460.0,0.0,460.0,193.2,0.0,460.0
V000569,C00601,2026-03-19,3,0,22,1,1,53,0,2,0,2,0.0,580.0,580.0,359.8,1.0,580.0
V000570,C00489,2026-03-19,3,0,20,0,2,109,0,6,6,0,1780.0,0.0,1780.0,976.8,0.0,890.0
V000571,C00689,2026-03-19,3,0,20,0,4,126,0,8,6,2,1920.0,540.0,2460.0,1419.2,0.2195,615.0
V000572,C00457,2026-03-19,3,0,20,0,6,127,0,14,9,5,3760.0,1530.0,5290.0,2818.8,0.2892,881.7
V000573,C00427,2026-03-19,3,0,18,0,2,67,0,10,7,3,2820.0,940.0,3760.0,2130.6,0.25,1880.0
V000574,C00921,2026-03-19,3,0,22,1,2,140,0,6,1,5,480.0,1400.0,1880.0,1201.8,0.7447,940.0
V000575,C00510,2026-03-19,3,0,20,0,4,64,0,8,7,1,2300.0,280.0,2580.0,1410.2,0.1085,645.0
V000576,C00695,2026-03-19,3,0,22,1,2,53,0,2,1,1,520.0,380.0,900.0,482.6,0.4222,450.0
V000577,C01208,2026-03-19,3,0,19,0,2,74,0,5,5,0,1320.0,0.0,1320.0,806.8,0.0,660.0
V000578,C00948,2026-03-19,3,0,21,1,4,102,0,12,6,6,2180.0,1860.0,4040.0,2490.8,0.4604,1010.0
V000579,C00818,2026-03-19,3,0,22,1,2,117,0,4,1,3,880.0,1050.0,1930.0,1051.0,0.544,965.0
V000580,C01015,2026-03-20,4,1,18,0,2,44,0,5,5,0,1680.0,0.0,1680.0,936.4,0.0,840.0
V000581,C00435,2026-03-20,4,1,23,1,2,130,0,5,2,3,1040.0,860.0,1900.0,1046.0,0.4526,950.0
V000582,C00242,2026-03-20,4,1,23,1,2,90,1,6,3,3,860.0,860.0,1720.0,1100.0,0.5,860.0
V000583,C01063,2026-03-20,4,1,21,1,2,124,0,7,5,2,1480.0,480.0,1960.0,1282.0,0.2449,980.0
V000584,C01312,2026-03-20,4,1,20,0,5,66,0,12,11,1,4120.0,300.0,4420.0,2432.6,0.0679,884.0
V000585,C01230,2026-03-20,4,1,24,1,2,103,0,8,5,3,1420.0,950.0,2370.0,1483.4,0.4008,1185.0
V000586,C00721,2026-03-20,4,1,20,0,2,62,0,5,4,1,1360.0,280.0,1640.0,919.0,0.1707,820.0
V000587,C00074,2026-03-20,4,1,22,1,3,96,1,12,4,8,1060.0,2170.0,3230.0,1953.4,0.6718,1076.7
V000588,C00762,2026-03-20,4,1,20,0,2,53,0,6,4,2,920.0,620.0,1540.0,915.6,0.4026,770.0
V000589,C00805,2026-03-20,4,1,20,0,4,96,0,8,6,2,2240.0,650.0,2890.0,1626.0,0.2249,722.5
V000590,C00779,2026-03-20,4,1,19,0,6,110,0,14,8,6,4280.0,1700.0,5980.0,2909.2,0.2843,996.7
V000591,C00684,2026-03-20,4,1,19,0,2,62,0,5,4,1,1360.0,340.0,1700.0,1056.0,0.2,850.0
V000592,C00702,2026-03-20,4,1,18,0,2,109,0,6,1,5,420.0,1360.0,1780.0,1169.8,0.764,890.0
V000593,C01254,2026-03-20,4,1,23,1,2,78,0,8,6,2,1360.0,500.0,1860.0,1179.6,0.2688,930.0
V000594,C00757,2026-03-20,4,1,22,1,2,119,0,5,3,2,800.0,560.0,1360.0,880.8,0.4118,680.0
V000595,C00923,2026-03-20,4,1,20,0,3,81,0,6,5,1,1800.0,300.0,2100.0,1120.6,0.1429,700.0
V000596,C00559,2026-03-20,4,1,20,0,2,69,0,7,5,2,1420.0,640.0,2060.0,1317.8,0.3107,1030.0
V000597,C00925,2026-03-20,4,1,19,0,2,108,0,6,5,1,1540.0,240.0,1780.0,1052.4,0.1348,890.0
V000598,C00187,2026-03-20,4,1,19,0,3,46,1,9,8,1,3200.0,350.0,3550.0,1951.0,0.0986,1183.3
V000599,C00978,2026-03-20,4,1,21,1,2,111,0,6,4,2,1200.0,520.0,1720.0,1016.8,0.3023,860.0
V000600,C00117,2026-03-20,4,1,21,1,5,118,1,20,10,10,2460.0,2810.0,5270.0,3530.2,0.5332,1054.0
V000601,C00074,2026-03-20,4,1,20,0,1,87,1,2,1,1,880.0,300.0,1180.0,530.0,0.2542,1180.0
V000602,C00090,2026-03-20,4,1,22,1,3,95,1,9,3,6,900.0,1760.0,2660.0,1662.2,0.6617,886.7
V000603,C00986,2026-03-21,5,1,19,0,2,36,0,6,4,2,1260.0,700.0,1960.0,1117.2,0.3571,980.0
V000604,C00236,2026-03-21,5,1,20,0,2,63,1,5,3,2,1020.0,620.0,1640.0,944.8,0.378,820.0
V000605,C00457,2026-03-21,5,1,22,1,1,141,0,7,3,4,600.0,960.0,1560.0,1146.6,0.6154,1560.0
V000606,C00265,2026-03-21,5,1,19,0,5,79,1,15,8,7,3060.0,2050.0,5110.0,3004.4,0.4012,1022.0
V000607,C00948,2026-03-21,5,1,24,1,2,104,0,4,1,3,380.0,970.0,1350.0,865.8,0.7185,675.0
V000608,C00171,2026-03-21,5,1,21,1,5,112,1,20,6,14,2140.0,4340.0,6480.0,4191.4,0.6698,1296.0
V000609,C00364,2026-03-21,5,1,18,0,2,73,0,4,3,1,1000.0,300.0,1300.0,689.6,0.2308,650.0
V000610,C00503,2026-03-21,5,1,18,0,4,66,0,6,4,2,1620.0,640.0,2260.0,1140.4,0.2832,565.0
V000611,C00301,2026-03-21,5,1,19,0,4,84,0,10,7,3,2580.0,860.0,3440.0,1842.8,0.25,860.0
V000612,C00240,2026-03-21,5,1,20,0,3,118,1,5,4,1,2120.0,380.0,2500.0,1279.0,0.152,833.3
V000613,C01022,2026-03-21,5,1,23,1,2,61,0,6,2,4,1040.0,1260.0,2300.0,1241.0,0.5478,1150.0
V000614,C00562,2026-03-21,5,1,17,0,3,83,0,8,6,2,2100.0,720.0,2820.0,1647.6,0.2553,940.0
V000615,C01206,2026-03-21,5,1,20,0,4,152,0,13,6,7,2900.0,2170.0,5070.0,2732.8,0.428,1267.5
V000616,C00092,2026-03-21,5,1,22,1,2,78,1,6,2,4,1040.0,1190.0,2230.0,1247.2,0.5336,1115.0
V000617,C00771,2026-03-21,5,1,21,1,3,75,0,6,2,4,660.0,980.0,1640.0,1003.2,0.5976,546.7
V000618,C00433,2026-03-21,5,1,20,0,2,103,0,6,5,1,1400.0,260.0,1660.0,1046.0,0.1566,830.0
V000619,C01023,2026-03-21,5,1,21,1,2,72,0,6,4,2,1260.0,600.0,1860.0,1129.6,0.3226,930.0
V000620,C00044,2026-03-21,5,1,19,0,3,94,1,5,2,3,900.0,820.0,1720.0,955.0,0.4767,573.3
V000621,C00110,2026-03-21,5,1,22,1,1,74,1,4,1,3,280.0,930.0,1210.0,866.8,0.7686,1210.0
V000622,C01219,2026-03-21,5,1,21,1,3,104,0,10,3,7,880.0,1980.0,2860.0,1728.4,0.6923,953.3
V000623,C01310,2026-03-21,5,1,19,0,5,104,0,9,6,3,2400.0,840.0,3240.0,1665.6,0.2593,648.0
V000624,C00731,2026-03-21,5,1,22,1,2,59,0,10,5,5,1800.0,1380.0,3180.0,1900.6,0.434,1590.0
V000625,C01136,2026-03-21,5,1,20,0,2,82,0,6,5,1,1580.0,260.0,1840.0,1026.6,0.1413,920.0
V000626,C00284,2026-03-21,5,1,22,1,2,123,0,8,3,5,920.0,1300.0,2220.0,1287.0,0.5856,1110.0
V000627,C00227,2026-03-22,6,0,18,0,2,67,1,9,8,1,2480.0,280.0,2760.0,1717.4,0.1014,1380.0
V000628,C01174,2026-03-22,6,0,17,0,2,35,0,7,4,3,1180.0,940.0,2120.0,1307.8,0.4434,1060.0
V000629,C00556,2026-03-22,6,0,20,0,2,65,0,8,8,0,2680.0,0.0,2680.0,1526.8,0.0,1340.0
V000630,C00928,2026-03-22,6,0,19,0,2,35,0,2,2,0,1160.0,0.0,1160.0,504.0,0.0,580.0
V000631,C00172,2026-03-22,6,0,22,1,2,114,1,10,3,7,1080.0,2060.0,3140.0,1996.8,0.6561,1570.0
V000632,C00397,2026-03-22,6,0,22,1,1,92,0,4,2,2,660.0,600.0,1260.0,866.0,0.4762,1260.0
V000633,C00572,2026-03-22,6,0,18,0,4,67,0,9,7,2,2340.0,620.0,2960.0,1658.8,0.2095,740.0
V000634,C00693,2026-03-22,6,0,20,0,3,91,0,4,3,1,1460.0,350.0,1810.0,871.8,0.1934,603.3
V000635,C01341,2026-03-22,6,0,19,0,4,80,0,8,6,2,1880.0,600.0,2480.0,1422.2,0.2419,620.0
V000636,C00655,2026-03-22,6,0,19,0,4,66,0,8,6,2,1780.0,620.0,2400.0,1350.0,0.2583,600.0
V000637,C00028,2026-03-24,1,0,21,1,4,110,1,12,6,6,1940.0,1900.0,3840.0,2367.2,0.4948,960.0
V000638,C00807,2026-03-24,1,0,22,1,1,54,0,2,2,0,540.0,0.0,540.0,355.8,0.0,540.0
V000639,C01210,2026-03-24,1,0,18,0,6,134,0,17,10,7,3520.0,2100.0,5620.0,3231.6,0.3737,936.7
V000640,C00282,2026-03-24,1,0,24,1,2,125,0,9,5,4,1820.0,880.0,2700.0,1544.4,0.3259,1350.0
V000641,C00044,2026-03-25,2,0,23,1,1,88,1,3,3,0,780.0,0.0,780.0,518.0,0.0,780.0
V000642,C00708,2026-03-25,2,0,19,0,4,126,0,11,5,6,1880.0,1860.0,3740.0,2173.0,0.4973,935.0
V000643,C00494,2026-03-25,2,0,19,0,3,59,0,6,4,2,1460.0,530.0,1990.0,1112.6,0.2663,663.3
V000644,C00149,2026-03-25,2,0,19,0,1,102,1,2,2,0,860.0,0.0,860.0,422.0,0.0,860.0
V000645,C00532,2026-03-25,2,0,23,1,2,168,0,6,2,4,620.0,1140.0,1760.0,1102.0,0.6477,880.0
V000646,C00377,2026-03-25,2,0,20,0,2,52,0,5,4,1,1400.0,350.0,1750.0,1003.0,0.2,875.0
V000647,C00298,2026-03-25,2,0,22,1,2,51,0,9,5,4,1420.0,1110.0,2530.0,1688.6,0.4387,1265.0
V000648,C00587,2026-03-25,2,0,20,0,2,83,0,7,4,3,1200.0,900.0,2100.0,1211.8,0.4286,1050.0
V000649,C00071,2026-03-25,2,0,20,0,6,137,1,14,7,7,3120.0,2110.0,5230.0,2785.0,0.4034,871.7
V000650,C01029,2026-03-25,2,0,21,1,3,106,0,8,6,2,1820.0,600.0,2420.0,1570.6,0.2479,806.7
V000651,C01056,2026-03-25,2,0,22,1,3,95,0,6,2,4,1160.0,1380.0,2540.0,1506.6,0.5433,846.7
V000652,C00660,2026-03-25,2,0,19,0,3,97,0,12,7,5,2220.0,1690.0,3910.0,2464.4,0.4322,1303.3
V000653,C00883,2026-03-25,2,0,20,0,2,78,0,5,3,2,1040.0,610.0,1650.0,907.8,0.3697,825.0
V000654,C00857,2026-03-26,3,0,21,1,2,62,0,5,4,1,1360.0,260.0,1620.0,973.8,0.1605,810.0
V000655,C00271,2026-03-26,3,0,21,1,2,129,0,11,5,6,1620.0,1850.0,3470.0,2234.0,0.5331,1735.0
V000656,C01187,2026-03-26,3,0,22,1,3,97,0,14,7,7,2940.0,1920.0,4860.0,2619.4,0.3951,1620.0
V000657,C01251,2026-03-26,3,0,21,1,2,86,0,4,2,2,600.0,500.0,1100.0,608.8,0.4545,550.0
V000658,C00095,2026-03-26,3,0,19,0,2,68,1,12,5,7,2100.0,2000.0,4100.0,2439.8,0.4878,2050.0
V000659,C00669,2026-03-26,3,0,20,0,4,55,0,9,6,3,2080.0,960.0,3040.0,1783.2,0.3158,760.0
V000660,C01281,2026-03-26,3,0,20,0,1,83,0,3,3,0,1520.0,0.0,1520.0,731.8,0.0,1520.0
V000661,C00402,2026-03-26,3,0,18,0,2,78,0,8,7,1,2200.0,300.0,2500.0,1580.6,0.12,1250.0
